,path,id,parent_id,level,object_id,object_type,query_status,query_time,query_type,message,created_time,like_count,comment_count,error.message
25420,jairmessias.bolsonaro/211857482296579_1663830393765940/1663830393765940_1663832103765769,25426,3,2,1663830393765940_1663832103765769,data,fetched (200),2020-05-29 13:11:48.936395,Facebook:/<post-id>/comments,alguem sabe o horario do sepultamento do psl ,2019-11-12T22:32:51+0000,1646.0,192.0,
50595,jairmessias.bolsonaro/211857482296579_1475667249248923/1475667249248923_1084280095098215,50600,4,2,1475667249248923_1084280095098215,data,fetched (200),2020-05-29 13:17:59.734665,Facebook:/<post-id>/comments,oooo lula posso ir na sua casa     nao companherinho la e muito apertado  nem o sol da para ver nascer kkkkk pega a visao ai vitor hugo,2019-06-03T02:33:42+0000,1599.0,313.0,
75699,jairmessias.bolsonaro/211857482296579_1370373509778298/1370373509778298_1370376066444709,75703,5,2,1370373509778298_1370376066444709,data,fetched (200),2020-05-29 13:24:02.054187,Facebook:/<post-id>/comments,saude presidente   confiamos no seu trabalho   deus acima de tudo,2019-02-09T15:35:18+0000,1443.0,24.0,
75701,jairmessias.bolsonaro/211857482296579_1370373509778298/1370373509778298_1370382093110773,75705,5,2,1370373509778298_1370382093110773,data,fetched (200),2020-05-29 13:24:02.054187,Facebook:/<post-id>/comments,forca capitao e presidente  o brasil precisa de vc   deus o abencoe ,2019-02-09T15:36:38+0000,1416.0,37.0,
75696,jairmessias.bolsonaro/211857482296579_1370373509778298/1370373509778298_331511350797602,75700,5,2,1370373509778298_331511350797602,data,fetched (200),2020-05-29 13:24:02.054187,Facebook:/<post-id>/comments,meu presidente e honesto e honrado  o melhor presidente que o brasil tera  firme e forte  deus acima de tudo   ,2019-02-09T15:41:32+0000,1205.0,58.0,
50611,jairmessias.bolsonaro/211857482296579_1475667249248923/1475667249248923_1475671659248482,50616,4,2,1475667249248923_1475671659248482,data,fetched (200),2020-05-29 13:17:59.734665,Facebook:/<post-id>/comments,correcao  residencia bolsonaro ate 2026  no minimo ,2019-06-03T02:22:22+0000,1160.0,90.0,
25427,jairmessias.bolsonaro/211857482296579_1663830393765940/1663830393765940_1663834393765540,25433,3,2,1663830393765940_1663834393765540,data,fetched (200),2020-05-29 13:11:48.936395,Facebook:/<post-id>/comments,por um brasil melhor  estamos juntos  boa sorte e que deus nos abencoe ,2019-11-12T22:33:23+0000,1126.0,54.0,
25428,jairmessias.bolsonaro/211857482296579_1663830393765940/1663830393765940_579195986153880,25434,3,2,1663830393765940_579195986153880,data,fetched (200),2020-05-29 13:11:48.936395,Facebook:/<post-id>/comments,o senhor estava precisado experimentar novos ares   agora escolha com sabedoria aqueles que estarao ao seu lado nessa nova caminhada ,2019-11-12T22:35:04+0000,1075.0,53.0,
44117,jairmessias.bolsonaro/211857482296579_1663830393765940/1663830393765940_1008974119442793,44123,3,2,1663830393765940_1008974119442793,data,fetched (200),2020-05-29 13:16:26.212628,Facebook:/<post-id>/comments,amamooooos voce  pr   3,2019-11-12T23:02:20+0000,1067.0,108.0,
10,jairmessias.bolsonaro/211857482296579_1467409400074708/1467409400074708_658063254616486,17,2,2,1467409400074708_658063254616486,data,fetched (200),2020-05-29 13:05:21.228035,Facebook:/<post-id>/comments,casal lindo    conquistou a todos nos  presidente o sr e tudo de bom   mas a sua esposa domina nossa apreciacao   e meiga e especial e divina e abencoada   parabens a ambos,2019-05-25T23:16:02+0000,967.0,102.0,
25446,jairmessias.bolsonaro/211857482296579_1663830393765940/1663830393765940_579196766153802,25452,3,2,1663830393765940_579196766153802,data,fetched (200),2020-05-29 13:11:49.205118,Facebook:/<post-id>/comments,estamos juntos pelo brasil ,2019-11-12T22:35:26+0000,858.0,115.0,
25431,jairmessias.bolsonaro/211857482296579_1663830393765940/1663830393765940_1663832360432410,25437,3,2,1663830393765940_1663832360432410,data,fetched (200),2020-05-29 13:11:48.936395,Facebook:/<post-id>/comments,parabens presidente  estou junto onde o senhor estiver ,2019-11-12T22:32:56+0000,742.0,92.0,
75693,jairmessias.bolsonaro/211857482296579_1370373509778298/1370373509778298_1370376926444623,75697,5,2,1370373509778298_1370376926444623,data,fetched (200),2020-05-29 13:24:02.054187,Facebook:/<post-id>/comments,nao tenho duvidas que ira transformar o brasil em algo jamais visto para o melhor e claro ,2019-02-09T15:35:34+0000,718.0,29.0,
50608,jairmessias.bolsonaro/211857482296579_1475667249248923/1475667249248923_154678502247378,50613,4,2,1475667249248923_154678502247378,data,fetched (200),2020-05-29 13:17:59.734665,Facebook:/<post-id>/comments,ah eu amo meu presidente  ainda vou ver ele pessoalmente e tirar uma foto para mostrar aos meus netos e bisnetos que um dia o brasil teve um presidente honesto  humilde e abencoado por deus  ,2019-06-03T03:23:03+0000,698.0,76.0,
101132,jairmessias.bolsonaro/211857482296579_1512227452259569/1512227452259569_474392480015287,101135,8,2,1512227452259569_474392480015287,data,fetched (200),2020-05-29 13:30:05.666736,Facebook:/<post-id>/comments,boa noite  obrigada por ser uma pessoa simples e de bom coracao ,2019-07-08T01:06:05+0000,573.0,43.0,
101136,jairmessias.bolsonaro/211857482296579_1512227452259569/1512227452259569_1512235032258811,101139,8,2,1512227452259569_1512235032258811,data,fetched (200),2020-05-29 13:30:05.666736,Facebook:/<post-id>/comments,boa noite  e uma semana abencoada para o senhor e familia  meu amado presidente  ,2019-07-08T01:03:59+0000,571.0,35.0,
25426,jairmessias.bolsonaro/211857482296579_1663830393765940/1663830393765940_198634231166465,25432,3,2,1663830393765940_198634231166465,data,fetched (200),2020-05-29 13:11:48.936395,Facebook:/<post-id>/comments,vamos nessa presidente  se foi deus que respondeu as suas oracoes  tudo bem  iremos juntos para que possamos ter um brasil bem melhor e mais justo ,2019-11-12T22:39:58+0000,540.0,127.0,
25438,jairmessias.bolsonaro/211857482296579_1663830393765940/1663830393765940_1663831657099147,25444,3,2,1663830393765940_1663831657099147,data,fetched (200),2020-05-29 13:11:49.205118,Facebook:/<post-id>/comments,continua com nosso apoio ,2019-11-12T22:32:40+0000,464.0,6.0,
75687,jairmessias.bolsonaro/211857482296579_1370373509778298/1370373509778298_1370376753111307,75691,5,2,1370373509778298_1370376753111307,data,fetched (200),2020-05-29 13:24:02.054187,Facebook:/<post-id>/comments,com deus no comando de tudo em sua vida  nada e ninguem o impedira de ser o melhor presidente do brasil  que deus pai  deus filho  deus  espirito santo na sa aparecida e todos os anjos e arcanjos celestiais de deus acampam sobre ti e em todos seus familiares   amem  amem  amem  ,2019-02-09T15:35:31+0000,455.0,30.0,
2,jairmessias.bolsonaro/211857482296579_1467409400074708/1467409400074708_1467414663407515,9,2,2,1467409400074708_1467414663407515,data,fetched (200),2020-05-29 13:05:21.228035,Facebook:/<post-id>/comments,eduardo cansou de ser feliz e resolveu ser mais feliz ainda                     jair bolsonaro,2019-05-25T23:13:00+0000,443.0,5.0,
50605,jairmessias.bolsonaro/211857482296579_1475667249248923/1475667249248923_1084277628431795,50610,4,2,1475667249248923_1084277628431795,data,fetched (200),2020-05-29 13:17:59.734665,Facebook:/<post-id>/comments,me surpreendo cada dia mais com o nosso presidente   deus abencoe nosso presidente  deus abencoe nosso brasil ,2019-06-03T02:30:15+0000,364.0,5.0,
36,jairmessias.bolsonaro/211857482296579_1467409400074708/1467409400074708_658066494616162,43,2,2,1467409400074708_658066494616162,data,fetched (200),2020-05-29 13:05:21.483738,Facebook:/<post-id>/comments,folha de sao paulo  bolsonaro em vez de trabalhar pelo pais  fica indo a casamentos regados de luxuria  so as  langostas  foram mais de 400 mil reais  dizem especialistas  pessoal e uma piada que eu fiz  todos sabemos que a folha e contra o bolsonaro  sou bolsonaro ,2019-05-25T23:19:48+0000,362.0,516.0,
101112,jairmessias.bolsonaro/211857482296579_1512227452259569/1512227452259569_474393656681836,101115,8,2,1512227452259569_474393656681836,data,fetched (200),2020-05-29 13:30:05.666736,Facebook:/<post-id>/comments,dilma 2014  alemanha 7 x 1 brasil temer 2018  gol contra de fernandinho bolsonaro 2019 ,2019-07-08T01:06:58+0000,360.0,10.0,
25407,jairmessias.bolsonaro/211857482296579_1663830393765940/1663830393765940_1663840057098307,25413,3,2,1663830393765940_1663840057098307,data,fetched (200),2020-05-29 13:11:48.936395,Facebook:/<post-id>/comments,estamos juntos    boa sorte  faca o melhor pelo brasil que tera sempre o nosso apoio ,2019-11-12T22:34:28+0000,345.0,7.0,
25418,jairmessias.bolsonaro/211857482296579_1663830393765940/1663830393765940_561874371238454,25424,3,2,1663830393765940_561874371238454,data,fetched (200),2020-05-29 13:11:48.936395,Facebook:/<post-id>/comments,parabens presidente por reconhecer os que lhes ajudou ate aqui  gratidao e uma chave muito importante pras nossas vitorias  independente do tomada de rumo dos demais  os respeite e bola pra frente ,2019-11-12T22:42:09+0000,331.0,2.0,
25442,jairmessias.bolsonaro/211857482296579_1663830393765940/1663830393765940_1008960792777459,25448,3,2,1663830393765940_1008960792777459,data,fetched (200),2020-05-29 13:11:49.205118,Facebook:/<post-id>/comments,estou contigo  meu presidente  abri mao de todas as funcoes que eu exercia no psl para te acompanhar    brasil acima de tudo  deus acima de todos   ,2019-11-12T22:43:48+0000,325.0,34.0,
101113,jairmessias.bolsonaro/211857482296579_1512227452259569/1512227452259569_612517115937519,101116,8,2,1512227452259569_612517115937519,data,fetched (200),2020-05-29 13:30:05.666736,Facebook:/<post-id>/comments,a tranquilidade de entregar a taca na mao do presidente e saber que ele nao vai rouba la e nem encher de cachaca     ,2019-07-08T01:08:37+0000,324.0,35.0,
25417,jairmessias.bolsonaro/211857482296579_1663830393765940/1663830393765940_156589475589441,25423,3,2,1663830393765940_156589475589441,data,fetched (200),2020-05-29 13:11:48.936395,Facebook:/<post-id>/comments,a sabedoria de deus o conduziu na melhor decisao ,2019-11-12T22:38:12+0000,302.0,72.0,
50592,jairmessias.bolsonaro/211857482296579_1475667249248923/1475667249248923_1475674199248228,50597,4,2,1475667249248923_1475674199248228,data,fetched (200),2020-05-29 13:17:59.734665,Facebook:/<post-id>/comments,parabens meu presidente  um dia essa nacao toda ira se orgulhar de ti  assim como eu ja me orgulho  deus nos abencoe ,2019-06-03T02:23:53+0000,298.0,51.0,
25424,jairmessias.bolsonaro/211857482296579_1663830393765940/1663830393765940_579197846153694,25430,3,2,1663830393765940_579197846153694,data,fetched (200),2020-05-29 13:11:48.936395,Facebook:/<post-id>/comments,parabens pela sabia decisao   aonde assino para a criacao do nosso partido   ,2019-11-12T22:35:57+0000,289.0,20.0,
25419,jairmessias.bolsonaro/211857482296579_1663830393765940/1663830393765940_144836483470368,25425,3,2,1663830393765940_144836483470368,data,fetched (200),2020-05-29 13:11:48.936395,Facebook:/<post-id>/comments,presidente  que deus abencoe essa nova lideranca   que ismael  o anjo protetor das terras brasileiras  esteja a proteger e intuir para o bom caminho  de prosperidade  fraternidade e progresso do brasil e de todos nos ,2019-11-12T22:37:00+0000,276.0,24.0,
25434,jairmessias.bolsonaro/211857482296579_1663830393765940/1663830393765940_1663830863765893,25440,3,2,1663830393765940_1663830863765893,data,fetched (200),2020-05-29 13:11:49.205118,Facebook:/<post-id>/comments,so falta o numero,2019-11-12T22:32:20+0000,258.0,74.0,
25465,jairmessias.bolsonaro/211857482296579_1663830393765940/1663830393765940_2705401799527657,25471,3,2,1663830393765940_2705401799527657,data,fetched (200),2020-05-29 13:11:49.594426,Facebook:/<post-id>/comments,ameiiiii nome divino ,2019-11-12T22:38:35+0000,252.0,15.0,
25454,jairmessias.bolsonaro/211857482296579_1663830393765940/1663830393765940_2357757717679362,25460,3,2,1663830393765940_2357757717679362,data,fetched (200),2020-05-29 13:11:49.205118,Facebook:/<post-id>/comments,tmj ,2019-11-12T23:42:32+0000,251.0,15.0,
26546,jairmessias.bolsonaro/211857482296579_1663830393765940/1663830393765940_665009124027630,26552,3,2,1663830393765940_665009124027630,data,fetched (200),2020-05-29 13:12:05.311201,Facebook:/<post-id>/comments,eu sugiro que o nome do partido seja   brasil acima de tudo  deus acima de todos ,2019-11-12T23:21:02+0000,237.0,33.0,
25436,jairmessias.bolsonaro/211857482296579_1663830393765940/1663830393765940_198636734499548,25442,3,2,1663830393765940_198636734499548,data,fetched (200),2020-05-29 13:11:49.205118,Facebook:/<post-id>/comments,parabenizo a iniciativa   novo partido  novo tempo  novos politicos para a eleicao 2020   esperamos candidatos condizentes as proximas eleicoes  torcemos pelo brasil e a mudanca radical deve comecar pelos municipios  com politicos serios e trabalhadores ,2019-11-12T22:44:45+0000,230.0,9.0,
101154,jairmessias.bolsonaro/211857482296579_1512227452259569/1512227452259569_2224669027630941,101157,8,2,1512227452259569_2224669027630941,data,fetched (200),2020-05-29 13:30:06.337255,Facebook:/<post-id>/comments,essa foto vai ficar na historia  e uma honra ve o tite se curvando para o nosso querido presidente bolsonaro  kkkkkkkkk ,2019-07-08T01:43:34+0000,214.0,24.0,
13,jairmessias.bolsonaro/211857482296579_1467409400074708/1467409400074708_318934502334582,20,2,2,1467409400074708_318934502334582,data,fetched (200),2020-05-29 13:05:21.228035,Facebook:/<post-id>/comments,muitas felicidades aos noivos e que deus os abencoe ricamente  e parabens presidente jair bolsonaro pela bela familia,2019-05-25T23:16:08+0000,214.0,0.0,
50653,jairmessias.bolsonaro/211857482296579_1475667249248923/1475667249248923_1475679649247683,50658,4,2,1475667249248923_1475679649247683,data,fetched (200),2020-05-29 13:18:00.316578,Facebook:/<post-id>/comments,jair messias bolsonaro obrigado por fazer parte da historia do nosso brasil   hoje tenho orgulho de dizer aos meus filhos que podemos voltar a sonhar em um futuro com dignidade e respeito pela familia   #parabenscapitao #2022enoisnovamente ,2019-06-03T02:26:27+0000,209.0,16.0,
25440,jairmessias.bolsonaro/211857482296579_1663830393765940/1663830393765940_1663834960432150,25446,3,2,1663830393765940_1663834960432150,data,fetched (200),2020-05-29 13:11:49.205118,Facebook:/<post-id>/comments,estamos com bolsonaro     nao tem como atingir objetivos diferentes fazendo a mesma coisa sempre  temos que acredita na mudanca e acredita em nos mesmo    pois foi a maioria que elegeu a bolsonaro  sendo assim  devemos esta com ele nas empreitadas  e a nossa fiscalizacao do proprio bolsonaro faremos nas urnas  se ele continua com o bom trabalho que esta fazendo concerteza tera nosso voto de novo   ,2019-11-12T22:33:30+0000,208.0,13.0,
25940,jairmessias.bolsonaro/211857482296579_1663830393765940/1663830393765940_561875877904970,25946,3,2,1663830393765940_561875877904970,data,fetched (200),2020-05-29 13:11:56.511847,Facebook:/<post-id>/comments,agora sim  um partido a altura do presida  ja nascendo gigante parabens aos integrantes   #aliancapelobrasil ,2019-11-12T22:44:25+0000,206.0,11.0,
25408,jairmessias.bolsonaro/211857482296579_1663830393765940/1663830393765940_198634234499798,25414,3,2,1663830393765940_198634234499798,data,fetched (200),2020-05-29 13:11:48.936395,Facebook:/<post-id>/comments,vou me filiar pela primeira fez em um partido onde for eu e meus filhos tbm irao ,2019-11-12T22:39:58+0000,203.0,23.0,
25413,jairmessias.bolsonaro/211857482296579_1663830393765940/1663830393765940_144842850136398,25419,3,2,1663830393765940_144842850136398,data,fetched (200),2020-05-29 13:11:48.936395,Facebook:/<post-id>/comments,deus mostrou um novo caminho  um novo rumo   conhecereis a verdade e a verdade vos libertara joao 23  somos unidos e estaremos unidos por um brasil mais justo para todos  serei filiada eu e minha familia  com amor e determinacao  parabens sr  presidente deus o abencoe sempre ,2019-11-12T22:48:39+0000,195.0,7.0,
101134,jairmessias.bolsonaro/211857482296579_1512227452259569/1512227452259569_1576347149221040,101137,8,2,1512227452259569_1576347149221040,data,fetched (200),2020-05-29 13:30:05.666736,Facebook:/<post-id>/comments,nem nos meus melhores sonhos imaginei que o brasil  teria um um presidente de verdade  que ama o brasil ama estar pertinho dos brasileiros e que esta elevando o nosso brasil  ao topo obrigado por existir  orgulho  imagem perfeita ,2019-07-08T01:16:59+0000,191.0,15.0,
101118,jairmessias.bolsonaro/211857482296579_1512227452259569/1512227452259569_1107895402753468,101121,8,2,1512227452259569_1107895402753468,data,fetched (200),2020-05-29 13:30:05.666736,Facebook:/<post-id>/comments,dilma  7x1 temer  gol contra do fernandinho bolsonaro  campeao ,2019-07-08T01:53:34+0000,187.0,2.0,
50589,jairmessias.bolsonaro/211857482296579_1475667249248923/1475667249248923_1475675785914736,50594,4,2,1475667249248923_1475675785914736,data,fetched (200),2020-05-29 13:17:59.734665,Facebook:/<post-id>/comments,me emocionei muito que coisa linda  deus abencoe a ti e a toda sua familia senhor presidente bolsonaro e essa equipe que trabalha o tempo todo com o senhor fiquei mais feliz em ver que es mesmo um ungido  ,2019-06-03T02:24:41+0000,184.0,22.0,
25437,jairmessias.bolsonaro/211857482296579_1663830393765940/1663830393765940_156585792256476,25443,3,2,1663830393765940_156585792256476,data,fetched (200),2020-05-29 13:11:49.205118,Facebook:/<post-id>/comments,estou no espirito santo  em cariacica  o que posso fazer para ajudar a se aliar a alianca pelo brasil  estou no aguardo ,2019-11-12T22:35:26+0000,181.0,27.0,
1009,jairmessias.bolsonaro/211857482296579_1467409400074708/1467409400074708_1026952874167565,1016,2,2,1467409400074708_1026952874167565,data,fetched (200),2020-05-29 13:05:35.445557,Facebook:/<post-id>/comments,nordeste se levanta em apoio a governo jair bolsonaro  lindos  deus abencoe sempre  tamos juntos ,2019-05-25T23:35:31+0000,177.0,22.0,
25415,jairmessias.bolsonaro/211857482296579_1663830393765940/1663830393765940_1663838230431823,25421,3,2,1663830393765940_1663838230431823,data,fetched (200),2020-05-29 13:11:48.936395,Facebook:/<post-id>/comments,agora o psl ja era  ja que foi o senhor que carregou o partido inteiro nas costas ,2019-11-12T22:34:09+0000,174.0,15.0,
75684,jairmessias.bolsonaro/211857482296579_1370373509778298/1370373509778298_1370376183111364,75688,5,2,1370373509778298_1370376183111364,data,fetched (200),2020-05-29 13:24:02.054187,Facebook:/<post-id>/comments,deus no controle       amem louvado seja deus vai da tudo certo,2019-02-09T15:35:21+0000,171.0,0.0,
26,jairmessias.bolsonaro/211857482296579_1467409400074708/1467409400074708_1024204441111122,33,2,2,1467409400074708_1024204441111122,data,fetched (200),2020-05-29 13:05:21.228035,Facebook:/<post-id>/comments,lindos  felicidades ao edu  futuro presidente do brasil em 2026 ,2019-05-25T23:19:49+0000,162.0,14.0,
101124,jairmessias.bolsonaro/211857482296579_1512227452259569/1512227452259569_115898486357907,101127,8,2,1512227452259569_115898486357907,data,fetched (200),2020-05-29 13:30:05.666736,Facebook:/<post-id>/comments,a maior virtude de um homem e saber ser humilde quando tudo conspira para arrogancia    parabens continue assim  ,2019-07-08T01:39:22+0000,157.0,4.0,
101119,jairmessias.bolsonaro/211857482296579_1512227452259569/1512227452259569_1512240132258301,101122,8,2,1512227452259569_1512240132258301,data,fetched (200),2020-05-29 13:30:05.666736,Facebook:/<post-id>/comments,obrigado moca  se nao fosse voce nada disso teria acontecido  muito obrigado  te espero na copa ,2019-07-08T01:05:15+0000,154.0,21.0,
101126,jairmessias.bolsonaro/211857482296579_1512227452259569/1512227452259569_2920720374818768,101129,8,2,1512227452259569_2920720374818768,data,fetched (200),2020-05-29 13:30:05.666736,Facebook:/<post-id>/comments,que show meu presidente  nao ligue para os recalcados  parabens  sua atitude e linda  estamos juntossss,2019-07-08T01:30:43+0000,152.0,5.0,
50603,jairmessias.bolsonaro/211857482296579_1475667249248923/1475667249248923_137181194044535,50608,4,2,1475667249248923_137181194044535,data,fetched (200),2020-05-29 13:17:59.734665,Facebook:/<post-id>/comments,esse e o presidente que o brasil precisava   que humildade     deus lhe abencoe ,2019-06-03T02:32:33+0000,148.0,6.0,
25551,jairmessias.bolsonaro/211857482296579_1663830393765940/1663830393765940_149890536276795,25557,3,2,1663830393765940_149890536276795,data,fetched (200),2020-05-29 13:11:50.727732,Facebook:/<post-id>/comments,mostra tua forca brasil pelas nossas criancas ,2019-11-12T22:44:59+0000,147.0,0.0,
25430,jairmessias.bolsonaro/211857482296579_1663830393765940/1663830393765940_1663841130431533,25436,3,2,1663830393765940_1663841130431533,data,fetched (200),2020-05-29 13:11:48.936395,Facebook:/<post-id>/comments,excelente chance de fazer um partido digno   assino para a criacao do partido e posterior filiacao no primeiro dia  ,2019-11-12T22:34:39+0000,144.0,26.0,
101120,jairmessias.bolsonaro/211857482296579_1512227452259569/1512227452259569_474395126681689,101123,8,2,1512227452259569_474395126681689,data,fetched (200),2020-05-29 13:30:05.666736,Facebook:/<post-id>/comments,foi sensacional  presidente   exceto a falta de educacao do tecnico tite   o senhor tem de sobra  o que faltou nele  parabens ,2019-07-08T01:08:51+0000,143.0,39.0,
50601,jairmessias.bolsonaro/211857482296579_1475667249248923/1475667249248923_1084279148431643,50606,4,2,1475667249248923_1084279148431643,data,fetched (200),2020-05-29 13:17:59.734665,Facebook:/<post-id>/comments,deus abencoe grandemente o nosso brasil e nosso  presidente e seus ajudantes,2019-06-03T02:32:27+0000,142.0,5.0,
11,jairmessias.bolsonaro/211857482296579_1467409400074708/1467409400074708_318932312334801,18,2,2,1467409400074708_318932312334801,data,fetched (200),2020-05-29 13:05:21.228035,Facebook:/<post-id>/comments,lindo casal mas que a bencao de deus seja mais linda sobre voces e a familia ,2019-05-25T23:14:32+0000,137.0,0.0,
75707,jairmessias.bolsonaro/211857482296579_1370373509778298/1370373509778298_252648492294201,75711,5,2,1370373509778298_252648492294201,data,fetched (200),2020-05-29 13:24:02.294064,Facebook:/<post-id>/comments,nosso presidente mito estamos rezando direto pelo sr e pra que maria passe na frente e jesus medico dos medicos opera junto aos medicos vai sair logo do hospital  amanha eu vou deixar um agradecimento pela sua vida na aparecida do norte capitao  ta ,2019-02-09T15:36:57+0000,136.0,6.0,
75685,jairmessias.bolsonaro/211857482296579_1370373509778298/1370373509778298_334173100531726,75689,5,2,1370373509778298_334173100531726,data,fetched (200),2020-05-29 13:24:02.054187,Facebook:/<post-id>/comments,melhoras capitao  sim  a cara do brasil esta mudando a olhos nus  seguimos na vigilia ,2019-02-09T16:27:12+0000,131.0,6.0,
101131,jairmessias.bolsonaro/211857482296579_1512227452259569/1512227452259569_1512233262258988,101134,8,2,1512227452259569_1512233262258988,data,fetched (200),2020-05-29 13:30:05.666736,Facebook:/<post-id>/comments,grande presidente    amei te ver parecia  crianca kkkk obrigada por tudo    mito  vc merece    ,2019-07-08T01:03:37+0000,123.0,4.0,
