,language,id,text,resultado,situacao,cat_id,cat_nome
99,pt,101170,parabens pela humildade dos dois vida que segue  ficamos felizes com o titulo mas precisamos de ajuda nos bairros e comunidades  tipo rua com asfalto  iluminacao  esgoto o basico  abraco,0.7332234978675841,Positivo,1,Curtir
100,pt,25473,deus  obrigado por bota esse cara na presidencia   lutei muito por isso e o senhor atendeu minhas oracaos,0.812352538108826,Positivo,1,Curtir
101,pt,15,felicidades que deus abencoe seu governo lhe dando sabedoria e discernimento  e lhe de livramentos de todos os males entregue seu trabalho nas maos de deus    ,0.8846153616905209,Positivo,1,Curtir
102,pt,75690,bom final de semana  meu presidente  que deus o abencoe ,0.941510558128357,Positivo,1,Curtir
103,pt,44300,eu nunca me filiar a algum partido mas pela primeira vez na minha vida pelo amor ao brasil vou me filiar alianca pelo brasil,0.28467217087745694,Negativo,1,Curtir
104,pt,101165,bolsonaro no estadio  lula preso  neymar fora da selecao e o brasil campeao  grande dia ,0.651529848575592,Neutro,1,Curtir
105,pt,101145,boa noite meu presidente  o melhor presidente da historia brasileira ,1.0,Positivo,1,Curtir
106,pt,25456,e isso ai  estamos juntos e unidos  nao vamos soltar a sua mao presidente,0.183006078004837,Negativo,1,Curtir
107,pt,50593,eu tambem quero presidente kkkkk parabens meu presidente     que deus continue lhe tanto muita protecao e sabedoria para conduzir o nosso querido e amado  brasil  cada dia mais orgulho do meu voto  capitao  ,0.8030303120613101,Positivo,1,Curtir
108,pt,50622,que coisa mais linda   amando capitao vc cada dia   deus te abencoe  ,1.0,Positivo,1,Curtir
109,pt,32,que deus abencoe essa familia  que vcs sejam exemplos para esse pais  oro por isso ,0.5443627238273621,Neutro,1,Curtir
110,pt,101141,boa noite presidente bolsonaro    deus te abencoe e proteja sempre ,0.8148233294487,Positivo,1,Curtir
111,pt,50628,um gesto de humildade e amor pelo futuro do nosso pais  #bolsonaro2022,0.8542283773422241,Positivo,1,Curtir
112,pt,25477,eu vou para onde meu presidente for estarei ao seu lado mesmo de longue torcendo pelo senhor e pelo brasil,0.61313658952713,Neutro,1,Curtir
113,pt,37,parabens a toda familia  bolsonaro presidente  que deus abencoe vcs,0.5282298922538761,Neutro,1,Curtir
114,pt,101143,boa noite presidente que voce e familia tenha um excelente inicio de semana sempre com deus no comando abraco ,1.0,Positivo,1,Curtir
115,pt,101138,eu amo o meu pais  a minha selecao e o meu presidente  bolsonaro  o senhor e um homem fora de serie  eu te admiro muito  avante brasil ,0.474550127983093,Neutro,1,Curtir
116,pt,75718,amem deus e por nos    forte abraco presidente e continuamos nossas oracoes para o senhor e para nosso brasil  hoje o senhor se tornou um exemplo de superacao ,0.7305931448936459,Positivo,1,Curtir
117,pt,25454,estamos todos unidos presidente  veras que um filho teu nao foge a luta  esta no nosso hino nacional nao e  entao vamos honrar essa nacao  e fazer um brasil gigante  para que o mundo veja nossa soberania ,0.616692304611206,Neutro,1,Curtir
118,pt,27098,gracas a deus  presidente  estarei nesse novo partido,0.739102482795715,Positivo,1,Curtir
119,pt,50630,meu presidente  so deus sabe o bem q fez a essas criancas e como elas lembraram disse pra sempre  ,0.768927156925201,Positivo,1,Curtir
120,pt,101142,nosso maior titulo e ter voce como nosso presidente e capitao bolsonaro ,0.5161506533622741,Neutro,1,Curtir
121,pt,21,parabens familia bolsonaro   felicidades aos noivos ,0.8106282949447629,Positivo,1,Curtir
122,pt,75719,shabat shalom  longa vida presidente  e volta logo  nao estamos aguentando  olhe pela classe media  faca uma linha de credito para aqueles que foram lesados pela crise proposital criada pela esquerda  pequenos e micro empresarios  por favor  queremos produzir ,0.243589743971825,Negativo,1,Curtir
123,pt,46,parabens e felicidades pra familia   que venham um monte de netinhos     ,0.865052819252014,Positivo,1,Curtir
124,pt,75692,deus e poderoso   mais uns dias e o senhor estara comendo pao com leite condensado  ,0.6929234266281129,Neutro,1,Curtir
125,pt,25480,parabens presidente    vamos apoia lo sempre  e se precisar de 500 mil assinaturas  vamos dobrar a meta  conte comigo ,0.891092658042908,Positivo,1,Curtir
126,pt,25483,primeiro partido que irei me filiar  #aliancapelobrasil,0.524500489234924,Neutro,1,Curtir
127,pt,25459,como posso filiar a nossa alianca pelo brasil ,0.511364758014679,Neutro,1,Curtir
128,pt,26,deus abencoe e proteja tds vcs   parabens pelo casorio do filhao    ,0.5872287154197691,Neutro,1,Curtir
129,pt,101147,boa noite presidente     e campeao    presidente bolsonaro  os soldados especialistas da fab cesd  agradecem por tudo  rumo a reintegracao  com o seu apoio estamos voltando para um lugar que nunca deveriamos ter saido  fab  obrigado presidente turmas 94 a 01  brasil acima de tudo  deus acima de todos ,0.708333313465118,Positivo,1,Curtir
130,pt,25462,somos a alianca ,0.508799195289612,Neutro,1,Curtir
131,pt,25416,bolsonaro  quando que vai comecar o partido  nunca me filie a nenhum  pois nunca tive interesse por politica  me interessei nos ultimos 3 anos quando voce comecou a divulgar seu trabalho e assim eu acreditei que ali estava pra surgir um novo brasil  entrei junto na batalha  sendo um formador de opiniao e divulgando ao maximo o seu trabalho  desde entao tenho me esforcado para fazer a minha parte para um brasil melhor  atualmente estou morando nos eua legalmente  porem um dia retornarei para o meu pais que tanto amo  quero ser o primeiro a se alistar no partido alianca pelo brasil  abracos ,0.436972349882126,Neutro,1,Curtir
132,pt,50632,que presidente ja fez isso     atendendo pedido dessas inocencias rs,0.7239965796470641,Positivo,1,Curtir
133,pt,25479,parabens presidente  sua posicao mediante ao psl e de extrema importancia ,0.6873481869697571,Neutro,1,Curtir
134,pt,50629,exemplo de humildade  esse e meu presidente  bolsonaro 2022,0.532267808914185,Neutro,1,Curtir
135,pt,50631,nao tem boca vai ser o melhor presidente que o brasil ja teve pode ter certeza,0.9304959177970891,Positivo,1,Curtir
136,pt,25458,estamos juntos presidente  com muito orgulho  estaremos juntos em qual for o partido  por um brasil melhor  honesto e digno do tamanho que ele e ,0.8999999761581421,Positivo,1,Curtir
137,pt,25467,sou seu soldado capitao ,0.5659374594688421,Neutro,1,Curtir
138,pt,50609,parabens meu presidente  cada dia me surpreendo mais com sua humildade    ,0.657052755355835,Neutro,1,Curtir
139,pt,75723,forca senhor presidente bom almoco que o senhor o abencoe e o recupere rapidamente   forte abraco ,0.917702674865723,Positivo,1,Curtir
140,pt,75722,que bom ve lo almocando presidente bolsonaro  nao esqueca o senhor e blindado por deus  escolhido por deus para uma grande obra nesta nacao  um novo tempo sobre o brasil  obs  em breve um churrasco ne rsrs  deus o abencoe,0.75,Positivo,1,Curtir
141,pt,50636,que linda atitude  por ser o  presidente do nosso brasil  nunca vi isto antes ,0.7338516712188721,Positivo,1,Curtir
142,pt,75728,eu creio em deus que vossa excelencia  saira mais forte desse hospital do que quando entrou  e seu destino governar e recuperar a nossa nacao ,0.345018416643143,Neutro,1,Curtir
143,pt,101126,tite nao te cumprimentou com educacao    morreu pra mim    parabens ao senhor  pela educacao e respeito   ,0.29431518912315396,Negativo,1,Curtir
144,pt,75717,estou profundamente feliz por acompanhar a evolucao positiva do seu quadro de saude  sabia que nao seria diferente   voce tem meritos para superar os obstaculos no caminho tortuoso que percorreu  apos o fatidico atentado contra a sua vida   sua capacidade de resiliencia e sua fe sao extraordinarias   combater o bom combate   assim como o preconizou sao paulo  e a sua meta  e a sua missao  e esta a cumpri la  dando nos exemplos diarios de sua coragem e perseveranca  pronta recuperacao  presidente   estamos a orar e emanar energias de luz ,0.6111111044883729,Neutro,1,Curtir
145,pt,118,parabens   muitas felicidades e bencaos de deus para toda a familia bolsonaro   ,0.811144590377808,Positivo,1,Curtir
146,pt,44,parabens   deus ilumine sua familia  sr  presidente ,0.584105849266052,Neutro,1,Curtir
147,pt,41,parabens presidente  pelo casamento de seu filho  que deus abencoe o casal ,0.7178497314453121,Positivo,1,Curtir
148,pt,50602,boa noite capitao  poderia criar um decreto obrigando todo mundo trabalhar so depois do almoco  acordar cedo e complicado  um forte abraco,0.11823387444019301,Negativo,1,Curtir
149,pt,75720,boa tarde presidente sr jair messias bolsonaro       deus esta no comando de tudo e precisamos do senhor na direcao    forca capitao   o brasil esta com vc de ponta a ponta    ja deu tudo certo    ,0.7805331945419308,Positivo,1,Curtir
150,pt,75738,forca capitao deus e contigo te queremos com muita saude para lutar pelo nosso brasil ,0.8876748085021969,Positivo,1,Curtir
151,pt,75729,boa meu presidente   se recupere e volte com sangue nos olhos    ,0.672482132911682,Neutro,1,Curtir
152,pt,75725,que em breve o senhor esteja liderando essa nacao rumo a grandes mudancas e prosperidade     deus te abencoe presidente    ,1.0,Positivo,1,Curtir
153,pt,25457,agora so a nata do respeito ao brasil e  sem nem um envolvidos em corrupcao  o brasil estara sempre em sua direcao  parabens pela mudanca,0.4986432492733,Neutro,1,Curtir
154,pt,75702,somos a maioria no brasil pela sua recuperacao  a minoria deixamos pra la  conte com nossas oracoes em todas as situacoes  q deus abencoe   presidente ,0.572324872016907,Neutro,1,Curtir
155,pt,106541,,,Neutro,1,Curtir
156,pt,75730,a midia ignora o poder das oracoes do povo    ela nao sabe o poder que tem deus  ele vai te fazer forte capitao  deus vai te curar  para cuidar do povo do brasil ,0.45063534379005393,Neutro,1,Curtir
157,pt,39,parabens deus abencoe  a familiares do presidente bolsonaro,0.551373243331909,Neutro,1,Curtir
158,pt,101149,boa noite sr  presidente    vossa ilustre presenca nos jogos  e a incansavel luta  da selecao resumiu se  nesse belo trofeu   ,1.0,Positivo,1,Curtir
159,pt,45,parabens  estao lindos e muita felicidade aos noivos e familiares  deus os abencoe infinitamente ,1.0,Positivo,1,Curtir
160,pt,75744,que deus lhe conceda mais essa vitoria    tudo na vida tem um proposito e permissao de deus    se deus permitiu pq sabia que o sr e forte e tiraria de letra essa prova    estamos intercedendo pela sua vida    creio eu que o sr saira mais forte e mais resistente dessa prova    uma otima recuperacao para o senhor    o povo de bem lhe ama    o brasil conta contigo   ,0.649253726005554,Neutro,1,Curtir
161,pt,42,felicidades ao casal que deus abencoe essa familia linda ,1.0,Positivo,1,Curtir
162,pt,101146,eu seria a primeira a comentar  mas a emocao foi tanta que fiquei sem palavras  e agora ja devo ser a centesima  por questoes de segundos  kkkkkk,0.464308351278305,Neutro,1,Curtir
163,pt,75726,sua saude em primeiro lugar presidente     com certeza as coisas serao resolvidas e nosso gigante adormecido    o nosso brasil ficara no lugar que nunca deveria ter saido     e voce presidente desfrutara do tao sonhado e saudoso pao com leite condensado     lembra se   kkklkjkkk,0.732558131217957,Positivo,1,Curtir
164,pt,101151,boa noite presidente  uma abencoada semana no governo e no brasil  ,0.7854512929916379,Positivo,1,Curtir
165,pt,50634,esse e o nosso presidente      melhor atitude   nunca vi igual      parabens jair bolsonaro  ,0.845057129859924,Positivo,1,Curtir
166,pt,75743,grande  corajoso e altivo presidente jair bolsonaro  que deus lhe de sempre muita saude  forca e protecao  estamos todos em pensamento e vibracao justos torcendo  para seu rapido e total restabelecimento  brasil acima de tudo e deus acima de todos   ,0.75,Positivo,1,Curtir
167,pt,50635,meu filho qria tanto lhe conhecer presidente nos moramos em rondonia porto velho ele tem 7 anos  ,0.0625922679901123,Negativo,1,Curtir
168,pt,101150,estou  ansiosamente  aguardando a revista veja postar uma foto com o ultimo presidente brasileiro que entrou em campo e tirou uma foto com a selecao ,0.614930331707001,Neutro,1,Curtir
169,pt,75740,bora forca o brasil precisa do sr por mais 8 anos,0.605032205581665,Neutro,1,Curtir
170,pt,75721,presidente  quanta alegria para seus eleitores   que sao milhares     espalhados por esse imenso brasil  ve lo tao bem  nossas oracoes foram ouvidas  logo o senhor estara a  frente de seu governo   precisamos de sua presenca forte e corajosa   o brasil precisa de seu patriotismo e respeito ao povo brasileiro  avante capitao ,0.6960784196853641,Neutro,1,Curtir
171,pt,75731,o brasil torce por sua recuperacao  estamos orando  pois confiamos que deus cuida de voce e de toda sua familia ,0.42157459259033203,Neutro,1,Curtir
172,pt,75733,forca presidente     o brasil precisa do senhor  o brasil todo esta com o senhor     o senhor e nossa unica salvacao     muita forca  que deus te abencoe e ilumine sempre,0.5748825669288641,Neutro,1,Curtir
173,pt,75737,so deus e as oracoes a ele pelo nosso presidente tem nos dado a gloria de mais um milagre na vida desse homem que precisa de oracoes constantes para o cumprimento de suas missoes pelo brasil  empreitada dificil  entao nao se esqueca de orar sempre por esta causa tambem  crisanne galaske,0.5477699637413019,Neutro,1,Curtir
